codigo_recurso;descripcion;categoria;unidad_fuente;pais_codigo;moneda;precio_referencia;precio_min;precio_max;fuente;fecha_consulta;confianza;incluye_iva;incluye_transporte;origen;observaciones
MT-ADH-C1;Adhesivo cementoso normal tipo C1, color gris, para colocación de cerámica en capa fina.;materiales;kg;ES;EUR;0.2;0.16;0.24;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Derivado del extremo inferior de la familia de adhesivos; validar producto C1 concreto."
MT-JUN-CG2;Mortero de juntas cementoso tipo CG2, de absorción reducida y resistencia elevada a la abrasión, en el color elegido.;materiales;kg;ES;EUR;3.2;2.2;4.5;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-CRU-NIV;Sistema de crucetas y cuñas niveladoras de un solo uso para colocación de baldosa.;materiales;ud;ES;EUR;0.102532;0.077684;0.137143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-AUT-NIV;Mortero autonivelante de base cemento para regularización de soportes interiores.;materiales;kg;ES;EUR;0.44;0.32;0.56;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Autonivelante saco 25 kg a 8-14 €.
MT-IMP-PRIM;Imprimación tapaporos de resinas acrílicas en dispersión acuosa, para regular la absorción del soporte.;materiales;l;ES;EUR;4.329114;3.28;5.790476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PER-BANDA;Banda perimetral de polietileno expandido de 10 mm para desolidarizar el afirmado de los paramentos.;materiales;m;ES;EUR;0.626582;0.474737;0.838095;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SAC-ESC;Saco de rafia de alta resistencia para retirada manual de escombro.;materiales;ud;ES;EUR;0.740506;0.561053;0.990476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-CANAL;Canal de acero galvanizado de 70 mm para arranque y remate de tabique autoportante.;materiales;m;ES;EUR;1.936709;1.467368;2.590476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-MONT;Montante de acero galvanizado de 70 mm para estructura de tabique autoportante.;materiales;m;ES;EUR;2.392405;1.812632;3.2;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-PLACA;Placa de yeso laminado estándar de 15 mm de espesor, borde afinado.;materiales;m2;ES;EUR;4.9;4;6.2;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Placa estándar BA-15.
MT-PYL-LANA;Panel de lana mineral de 60 mm para aislamiento térmico y acústico en cámara de tabique.;materiales;m2;ES;EUR;8;6;12;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PYL-BANDA;Banda estanca autoadhesiva de polietileno para junta perimetral de tabique.;materiales;m;ES;EUR;0.478481;0.362526;0.64;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-PASTA;Pasta de juntas y cinta de papel microperforada para tratamiento de uniones.;materiales;kg;ES;EUR;1.2;0.9;1.6;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-TORN;Tornillería y fijaciones mecánicas para montaje de estructura y placas.;materiales;ud;ES;EUR;0.034177;0.025895;0.045714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PIN-FONDO;Fondo fijador o sellador acrílico al agua, para consolidar y regular la absorción de paramentos interiores.;materiales;l;ES;EUR;5.696203;4.315789;7.619048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PIN-CAUCHO;Pintura de caucho acrílico mate lavable para interiores, base blanca tintable.;materiales;l;ES;EUR;4.5;3;7;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Pintura plástica mate; el catálogo VE la llama de caucho."
MT-PIN-ESMALTE;Esmalte sintético brillante para carpintería metálica y de madera.;materiales;l;ES;EUR;10;8;14;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PIN-MASILLA;Masilla de reparación en pasta para alisado de paramentos interiores.;materiales;kg;ES;EUR;1.708861;1.294737;2.285714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PIN-LIJA;Lija, cinta de enmascarar y plástico de protección. Consumibles de preparación y protección.;materiales;ud;ES;EUR;0.968354;0.733684;1.295238;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-PPR20;Tubería de polipropileno PPR de 20 mm para agua fría y caliente, con termofusión.;materiales;m;ES;EUR;2.2;1.5;3;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-PLO-ACC20;Accesorios de PPR de 20 mm: codos, tees, uniones y adaptadores roscados.;materiales;ud;ES;EUR;0.911392;0.690526;1.219048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-PVC4;Tubería de PVC sanitario de 4 pulgadas para desagüe, con junta cementada.;materiales;m;ES;EUR;5;4;7;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;PVC saneamiento DN110.
MT-PLO-ACC4;Accesorios de PVC sanitario de 4 pulgadas: codos, yees, sifones y pegamento.;materiales;ud;ES;EUR;3.303797;2.503158;4.419048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-SOP;Abrazaderas, soportes y tacos de fijación para tubería.;materiales;ud;ES;EUR;0.512658;0.388421;0.685714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-TUB20;Tubería conduit corrugada de PVC de 20 mm para canalización eléctrica empotrada.;materiales;m;ES;EUR;0.45;0.3;0.7;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-ELE-CABLE;Conductor de cobre THW calibre 12 AWG, aislamiento 600 V.;materiales;m;ES;EUR;0.65;0.45;0.9;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Equivalente peninsular H07V-K 2,5 mm².
MT-ELE-CAJA;Caja de paso o de mecanismo, metálica o de PVC, para empotrar.;materiales;ud;ES;EUR;1.253165;0.949474;1.67619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-MECA;Mecanismo de interruptor o tomacorriente con placa, gama estándar.;materiales;ud;ES;EUR;5;3;8;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-YESO-REP;Yeso o mortero de reparación para el tapado de rozas.;materiales;kg;ES;EUR;0.56962;0.431579;0.761905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-BLQ-10;Bloque de concreto hueco de 10x20x40 cm para tabiquería no estructural.;materiales;ud;ES;EUR;1.1;0.9;1.4;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Referencia nacional normalizada; puede variar por proveedor, marca, disponibilidad, IVA y volumen."
MT-MALLA-ESQ;Cantonera metálica de esquina y malla de refuerzo para encuentros de friso.;materiales;m;ES;EUR;0.797468;0.604211;1.066667;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PYL-PLACA125;Placa de yeso laminado estándar de 12,5 mm de espesor, borde afinado.;materiales;m2;ES;EUR;4;3.2;5;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;"Placa estándar BA-13; observación directa Leroy Merlin/Obramat/Pladur."
MT-PYL-PERF-CR;Perfilería de acero galvanizado para cielo raso suspendido: maestras, ángulo perimetral, horquillas y varilla de cuelgue.;materiales;m2;ES;EUR;4.101266;3.107368;5.485714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-LLAVE;Llave de paso de PPR de 20 mm, de esfera, para empotrar.;materiales;ud;ES;EUR;5.126582;3.884211;6.857143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-ABASTO;Tubo de abasto flexible con sus racores y accesorios de conexión a aparato.;materiales;ud;ES;EUR;3.64557;2.762105;4.87619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PLO-DESAG;Accesorios de desagüe para aparato sanitario: sifón, brida, adaptadores y pegamento.;materiales;ud;ES;EUR;6.151899;4.661053;8.228571;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SAN-FIJA;Kit de fijación de aparato sanitario: anclajes, anillo de cera y tornillería.;materiales;ud;ES;EUR;5.468354;4.143158;7.314286;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SIL-SAN;Cartucho de silicona sanitaria antihongos para sellado de aparatos.;materiales;ud;ES;EUR;13.670886;10.357895;18.285714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CANON;Canon de vertido en vertedero o botadero autorizado.;materiales;m3;ES;EUR;7;4;12;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;no_confirmado;nacional;Canon de vertido RCD en vertedero autorizado.
MT-CONS-DEM;Consumibles de demolición: puntas y cinceles de martillo, discos de corte y hojas de espátula.;materiales;ud;ES;EUR;1.253165;0.949474;1.67619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-OBRA;Protección de obra con plástico, cartón corrugado y cinta de enmascarar.;materiales;m2;ES;EUR;0.398734;0.302105;0.533333;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-DISOL-ADH;Disolvente removedor de adhesivos para levantado de pisos vinílicos y alfombras.;materiales;l;ES;EUR;5.924051;4.488421;7.92381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-DECAP;Decapante químico en gel para eliminación de capas de pintura en paramentos.;materiales;l;ES;EUR;7.405063;5.610526;9.904762;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VAPOR;Solución humectante para reblandecimiento de papel tapiz y pegamentos murales.;materiales;l;ES;EUR;2.734177;2.071579;3.657143;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-APEO;Puntal metálico telescópico y madera de apeo, con amortización por uso.;materiales;ud;ES;EUR;2.506329;1.898947;3.352381;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-OXI-CONS;Consumibles de oxicorte y soldadura: gas, boquillas y discos de corte de metal.;materiales;ud;ES;EUR;4.443038;3.366316;5.942857;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-CARTON;Cartón corrugado en rollo para protección de pisos y superficies terminadas durante la obra.;materiales;m2;ES;EUR;0.512658;0.388421;0.685714;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-PROT-PLAST;Lámina de polietileno para protección de mobiliario, cerramiento de ambientes y barreras antipolvo.;materiales;m2;ES;EUR;0.318987;0.241684;0.426667;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CINTA-ENM;Rollo de cinta de enmascarar y cinta adhesiva de embalaje para fijación de protecciones.;materiales;ud;ES;EUR;1.367089;1.035789;1.828571;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ZIPPER;Cierre tipo cremallera autoadhesivo para paso de personal a través de barrera antipolvo.;materiales;ud;ES;EUR;4.329114;3.28;5.790476;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-LISTON;Listón de madera de obra para bastidores, marcos de cerramiento provisional y rastreles.;materiales;m;ES;EUR;2.221519;1.683158;2.971429;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMINA-OSB;Lámina de madera contrachapada u OSB para cerramiento provisional de vanos y protecciones rígidas.;materiales;m2;ES;EUR;11.962025;9.063158;16;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MALLA-OBRA;Malla plástica de señalización para cerramiento perimetral y delimitación de zonas de obra.;materiales;m2;ES;EUR;1.025316;0.776842;1.371429;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CLAVOS;Clavos, tornillos y elementos de fijación de uso general en obra.;materiales;kg;ES;EUR;2.962025;2.244211;3.961905;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-VIGA-APEO;Viga o durmiente de madera de reparto para apeos y apuntalamientos.;materiales;m;ES;EUR;3.303797;2.503158;4.419048;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ELE-PROV;Cable encauchetado para instalación eléctrica provisional de obra.;materiales;m;ES;EUR;4.78481;3.625263;6.4;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-TABLERO-PROV;Tablero eléctrico provisional de obra con interruptor diferencial y protecciones, amortizado por uso.;materiales;ud;ES;EUR;51.265823;38.842105;68.571429;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LAMP-OBRA;Reflector o lámpara de obra con su portalámparas y protección, amortizado por uso.;materiales;ud;ES;EUR;10.822785;8.2;14.47619;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MANGUERA;Manguera reforzada para red de agua provisional de obra.;materiales;m;ES;EUR;0.968354;0.733684;1.295238;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-LLAVE-PROV;Llave de paso, adaptadores y accesorios para punto de agua provisional.;materiales;ud;ES;EUR;6.835443;5.178947;9.142857;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-SENAL-OBRA;Señal de advertencia, cinta de peligro y conos de delimitación de obra.;materiales;ud;ES;EUR;6.265823;4.747368;8.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-ARENA;Arena lavada de río, puesta en obra, para camas de asiento y rellenos de zanja.;materiales;m3;ES;EUR;28;20;38;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;"Arena lavada puesta en obra; 15-25 €/t en acopio más porte."
MT-PIEDRA-PIC;Piedra picada de granulometría corriente, puesta en obra, para bases y drenajes.;materiales;m3;ES;EUR;30;22;40;docs/INVESTIGACION_PRECIOS_ESPANA.md;2026-08-25;referencia;no;si;nacional;"Grava puesta en obra; 12-20 €/t en acopio más porte."
MT-MAT-PRESTAMO;Material granular seleccionado de préstamo, tipo granzón natural, puesto en obra para rellenos compactados.;materiales;m3;ES;EUR;18.227848;13.810526;24.380952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-MADERA-ENTIB;Tablón y puntal de madera para entibado de zanja, con amortización por número de usos.;materiales;m2;ES;EUR;3.873418;2.934737;5.180952;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
MT-CANON-TIERRA;Canon de vertido de tierra y material de excavación en botadero autorizado.;materiales;m3;ES;EUR;3.189873;2.416842;4.266667;docs/METODOLOGIA_PRECIOS_REFERENCIA_ESPANA.md;2026-08-25;derivado;no;no_confirmado;nacional;"Precio referencial nacional derivado de la canasta de mercado investigada para esta familia; no es una cotización de tienda."
